Constituency Id,Constituency Name,Total,Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Indian National Congress,EVM Votes,PostalVotes,Communist Party of India,EVM Votes,PostalVotes,Communist Party of India  (Marxist),EVM Votes,PostalVotes,Viduthalai Chiruthaigal Katchi,EVM Votes,PostalVotes,Indian Union Muslim League,EVM Votes,PostalVotes,All India Anna Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Pattali Makkal Katchi,EVM Votes,PostalVotes,Bharatiya Janata Party,EVM Votes,PostalVotes,Naam Tamilar Katchi,EVM Votes,PostalVotes,Makkal Needhi Maiam,EVM Votes,PostalVotes,Indiya Jananayaka Katchi,EVM Votes,PostalVotes,Amma Makkal Munnettra Kazagam,EVM Votes,PostalVotes,Desiya Murpokku Dravida Kazhagam,EVM Votes,PostalVotes,All India Majlis-E-Ittehadul Muslimeen,EVM Votes,PostalVotes,SOCIAL DEMOCRATIC PARTY OF INDIA,EVM Votes,PostalVotes,None of the Above,EVM Votes,PostalVotes,Bahujan Samaj Party,EVM Votes,PostalVotes,Anaithu Makkal Arasiyal Katchi,EVM Votes,PostalVotes,Anna MGR Dravida Makkal Kalgam,EVM Votes,PostalVotes,Tamil Nadu Ilangyar Katchi,EVM Votes,PostalVotes,All India Jananayaka Makkal Kazhagam,EVM Votes,PostalVotes,My India Party,EVM Votes,PostalVotes,Tamilnadu Makkal Nalvazhvu Periyakkam,EVM Votes,PostalVotes,MGR Makkal Katchi,EVM Votes,PostalVotes,Nationalist Congress Party,EVM Votes,PostalVotes,Bahujan Dravida Party,EVM Votes,PostalVotes,Desiya Makkal Sakthi Katchi,EVM Votes,PostalVotes,Shiv Sena,EVM Votes,PostalVotes,Naadaalum Makkal Katchi,EVM Votes,PostalVotes,Samata Party,EVM Votes,PostalVotes,Makkal Nalvaazhvuk Katchi,EVM Votes,PostalVotes,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),EVM Votes,PostalVotes,Republican Party of India (Athawale),EVM Votes,PostalVotes,United States of India Party,EVM Votes,PostalVotes,New Generation People’s Party,EVM Votes,PostalVotes,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,EVM Votes,PostalVotes,Makkalatchi Katchi,EVM Votes,PostalVotes,National Democratic Party of South India,EVM Votes,PostalVotes,Thamizhaga Munnetra Congress,EVM Votes,PostalVotes,Nam India Naam Indiyar Katchi,EVM Votes,PostalVotes,Valamaana  Tamizhagam   Katchi,EVM Votes,PostalVotes,Republican Party of India  (Sivaraj),EVM Votes,PostalVotes,Lok Jan Shakti Party,EVM Votes,PostalVotes,Tipu Sultan Party,EVM Votes,PostalVotes,Tamizhaga Murpokku Makkal Katchi,EVM Votes,PostalVotes,Rashtriya Janata Dal,EVM Votes,PostalVotes,Mahathma Makkal Munnetra Kazhakam,EVM Votes,PostalVotes,Jebamani Janata,EVM Votes,PostalVotes,Anna MGR Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,Bhartiya Manavadhikaar Federal Party,EVM Votes,PostalVotes,Puthiya Tamilagam,EVM Votes,PostalVotes,Dravida Murpokku Makkal Katchi,EVM Votes,PostalVotes,Communist Party of India  (Marxist-Leninist)  (Liberation),EVM Votes,PostalVotes,Desiya Sirupanmayinar Makkal Iyakkam,EVM Votes,PostalVotes,Makkal Munnetra Peravai,EVM Votes,PostalVotes,Kamarajar Deseeya Congress,EVM Votes,PostalVotes,All Pensioner’s Party,EVM Votes,PostalVotes,All India Youth Development Party,EVM Votes,PostalVotes,Akhil Bharat Hindu Mahasabha,EVM Votes,PostalVotes,Anaithu Makkal Puratchi Katchi,EVM Votes,PostalVotes,Rashtriya Ulama Council,EVM Votes,PostalVotes,All India Uzhavargal Uzhaippalargal Katchi,EVM Votes,PostalVotes,Makkal Nala Kazhagam,EVM Votes,PostalVotes,Samaniya Makkal Nala Katchi,EVM Votes,PostalVotes,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,EVM Votes,PostalVotes,National People's Party,EVM Votes,PostalVotes,Samajwadi Party,EVM Votes,PostalVotes,Dhesiya Makkal Kazhagam,EVM Votes,PostalVotes,Anna Dravidar Kazhagam,EVM Votes,PostalVotes,Ganasangam Party of India,EVM Votes,PostalVotes,Anaithindia Samudaya Munnetra Kazhagam,EVM Votes,PostalVotes,MAKKAL SAKTHI KATCHI,EVM Votes,PostalVotes,All  India  Pattali  Munnetra Katchi,EVM Votes,PostalVotes,Indhia Kudiarasu Katchi,EVM Votes,PostalVotes,Ambedkarite Party of India,EVM Votes,PostalVotes,Tamilaga Makkal Thannurimai Katchi,EVM Votes,PostalVotes,Ahimsa Socialist Party,EVM Votes,PostalVotes,Manitha Urimaigal Kalaagam,EVM Votes,PostalVotes,Namathu Kongu Munnetra Kalagam,EVM Votes,PostalVotes,"Makkal Thilagam Munnetra Kazhagam,",EVM Votes,PostalVotes,India Dravida Makkal Munnetra Katchi,EVM Votes,PostalVotes,Kongu  Desa  Marumalarchi  Makkal  Katchi,EVM Votes,PostalVotes,All India Trinamool Congress,EVM Votes,PostalVotes,Ezhuchi Tamilargal Munnetra Kazhagam,EVM Votes,PostalVotes,Hindustan Janta Party,EVM Votes,PostalVotes,"Makkal Sananayaga Kudiyarasu Katchi,",EVM Votes,PostalVotes,Anaithu Makkal Munnetra Kazhagam,EVM Votes,PostalVotes,Rashtriya Samaj Paksha,EVM Votes,PostalVotes,Vidial Valarchi Perani,EVM Votes,PostalVotes,Akila India Vallalar Peravai,EVM Votes,PostalVotes,Janata Dal  (Secular),EVM Votes,PostalVotes,Ilantamilar Munnani Kazhagam,EVM Votes,PostalVotes,All India Samathuva Makhal Katchi,EVM Votes,PostalVotes,People's Party of India(secular),EVM Votes,PostalVotes,Namadhu Makkal Katchi,EVM Votes,PostalVotes,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),EVM Votes,PostalVotes,Tamil Telugu National Party,EVM Votes,PostalVotes,Ambedkar Political Party,EVM Votes,PostalVotes,All India MGR Makkal Munnetra Kazhagam,EVM Votes,PostalVotes,Naam Indiar Party,EVM Votes,PostalVotes,Desa Makkal Munnetrak Kazhgam,EVM Votes,PostalVotes,South India Forward Bloc,EVM Votes,PostalVotes,Aanaithinthiya Jananayaka Pathukappu Kazhagam,EVM Votes,PostalVotes,Universal Brotherhood Movement,EVM Votes,PostalVotes,Anaithu Ulaga Tamilargal Munnetra Kalagam,EVM Votes,PostalVotes,Ulaga Makkal Katchi,EVM Votes,PostalVotes,Tamilnadu Mahatma Gandhi Makkal Katchi,EVM Votes,PostalVotes,ALL  IND,EVM Votes,PostalVotes,,,,
56,Thalli,194022,,,,,,,RAMACHANDRAN.T,119621,1020,,,,,,,,,,,,,,,,Dr.NAGESH KUMAR.C,64131,284,MARY SELVARANI.R,3760,16,,,,ASHOK KUMAR.V,782,6,SEKAR.M.V,342,4,,,,,,,,,,NOTA,1963,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USHA.M,208,1,JANAKI.G,137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAVI.G,162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1572,9,,,,
57,Palacode,206595,MURUGAN.P.K.,81035,935,,,,,,,,,,,,,,,,ANBALAGAN.K.P.,109105,965,,,,,,,KALAISELVI.G.,7647,57,RAJASEKAR.D.,1168,8,,,,,,,VIJAYASANKAR.P.,2394,15,,,,,,,NOTA,1348,3,HARI.R.,580,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1323,7,,,,
58,Pennagaram,210305,INBASEKARAN. P.N.P,83765,1172,,,,,,,,,,,,,,,,,,,MANI. G.K,105250,873,,,,TAMILAZHAGAN. R,8890,55,SHAKILA. K,1451,20,,,,,,,UTHAYAKUMAR. R,2910,11,,,,,,,NOTA,1754,5,MOORTHI. S,238,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANNADURAI. C,208,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3673,20,,,,
59,Dharmapuri,217333,SUBRAMANI.P,76846,1924,,,,,,,,,,,,,,,,,,,VENKATESHWARAN.S.P.,104415,1215,,,,SENTHIL KUMAR (A) SENTHIL.A.,8609,91,JAYAVENKATESAN.S.K.,5034,49,,,,RAJENDRAN.D.K.,11166,60,,,,,,,,,,NOTA,1713,13,PERUMAL.P,462,2,,,,,,,,,,,,,RAMASAMY.T.,208,0,,,,,,,,,,,,,SAKTHIVEL.P.,210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATARAJAN.M.,1890,7,,,,,,,MANI.L.,194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3213,9,,,,
60,Pappireddipatti,220994,PRABHURAJASEKAR.M,75831,1733,,,,,,,,,,,,,,,,GOVINDASAMY.A,113397,1110,,,,,,,RAMESH.R,7490,83,SRINIVASAN,1720,9,,,,PALANIAPPAN.P,15597,266,,,,,,,,,,NOTA,1330,8,GOPI.K,623,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MURUGAN.R,149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1628,17,,,,
61,Harur,198565,,,,,,,,,,KUMAR.A,67358,1341,,,,,,,SAMPATHKUMAR.V,98130,931,,,,,,,KEERTHANA.K,10830,120,,,,SATHISKUMAR.S,275,7,MURUGAN.R,14161,166,,,,,,,,,,NOTA,2232,17,SIVAKUMAR.A,920,0,,,,,,,,,,,,,KARUTHOVIYAM.P,377,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHINNASAMY.K,168,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1517,9,,,,
62,Chengam,223950,GIRI.M.P,106185,1896,,,,,,,,,,,,,,,,NAINAKANNU.M.S,95280,1231,,,,,,,VENNILA.S,11980,100,,,,SUGANRAJ.S,823,5,,,,ANBU.S,2741,28,,,,,,,NOTA,1079,6,SHANMUGAM.G,790,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASKAR.S,171,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1540,81,,,,
63,Tiruvannamalai,208836,E V VELU,134987,2889,,,,,,,,,,,,,,,,,,,,,,S THANIGAIVEL,42836,367,J KAMALAKKANNAN,13894,101,ARUL R,6169,77,,,,A G PANCHATCHARAM,2088,20,,,,,,,,,,NOTA,2170,24,KOTHANDAPANI,460,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J AGNI SELVARASU,545,3,,,,,,,,,,,,,,,,R CHANDRAKANTH PILLAI,98,3,S K SELVAM,130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1934,34,,,,
64,Kilpennathur,203886,K.Pitchandi,102713,1962,,,,,,,,,,,,,,,,,,,K.Selvakumar,76854,1034,,,,Dr.R.Rameshbabu,11464,77,V.Suganantham,1431,6,,,,P.Kathikeyan,2172,19,,,,,,,,,,NOTA,954,7,SubashChandrabose,593,5,Farmer Jayaraman,236,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.Venkatesan,147,0,,,,,,,A.R.Elumalai,497,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N.Thangaraj,313,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3308,80,,,,
65,Kalasapakkam,196434,Saravanan.P.S.T,92712,1422,,,,,,,,,,,,,,,,Panneerselvam.V,84070,842,,,,,,,Balaji.E,8748,74,,,,Rajendran.M.S,239,5,,,,Nehru.M,2738,18,,,,,,,NOTA,1584,9,Rajkumar.E,623,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalyanasundaram.A,126,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sampath.R.V,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3079,42,,,,
66,Polur,202012,SEKARAN. K.V,86544,1463,,,,,,,,,,,,,,,,Agri KRISHNAMURTHY. S S,96878,854,,,,,,,LAVANYA. L,10065,132,KALAVATHI. G,1561,19,,,,VIJAYAKUMAR. C,646,10,,,,,,,,,,NOTA,1131,13,Ezhilarasu. M,600,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2073,19,,,,
67,Arani,221422,S.S.ANBALAGAN,98386,1447,,,,,,,,,,,,,,,,S.RAMACHANDRAN,102225,736,,,,,,,D.PRAKALATHA,10373,118,V.MANIGANDAN,2196,17,,,,,,,G.BASKARAN,1852,9,,,,,,,NOTA,1666,24,K.ANBU,330,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.THANIGAIVEL,506,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1490,42,,,,
68,Cheyyar,214460,JOTHI. O,101080,1380,,,,,,,,,,,,,,,,DUSI. K. MOHAN,89469,720,,,,,,,BHEEMAN. G,12112,80,MAYILVAGANAN. T,2403,26,,,,VARADHARAJAN. M. K,1748,12,,,,,,,,,,NOTA,1882,13,VIJAYAKANTH. S,726,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NADARAJAN. B,189,1,KUTTIMANI. S,503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARYVOILET. J,131,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANIKANDAN. M,259,3,VENKATESAN .V,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1587,6,,,,
69,Vandavasi,185974,Ambethkumar S,100951,1113,,,,,,,,,,,,,,,,,,,Murali S,65617,494,,,,Prabavathi G,9249,35,Suresh S,1678,14,,,,Venkatesan P,1714,14,,,,,,,,,,NOTA,1759,10,Arjunan M,597,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durai B,360,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2344,12,,,,
70,Gingee,206880,MASTHAN K S,107683,1942,,,,,,,,,,,,,,,,,,,RAJENDIRAN P,73078,744,,,,SUGUMAR AP,9860,60,SRIPATHI P,2137,14,,,,GOWTHAM SAGAR A,4751,60,,,,,,,,,,NOTA,2275,4,JAGAJANANDAM  R,632,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELUMALAI N A,401,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3212,13,,,,
71,Mailam,176989,Dr. MASILAMANI R,77899,915,,,,,,,,,,,,,,,,,,,SIVAKUMAR C,80203,841,,,,UMAMAHESWARI L,8315,25,,,,,,,,,,SUNDARESAN A,3913,8,,,,,,,NOTA,882,2,DURAI M,647,1,,,,MANAVALAN A,373,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2947,14,,,,
72,Tindivanam,182538,SEETHAPATHY P,76038,1361,,,,,,,,,,,,,,,,ARJUNAN P,86155,997,,,,,,,PACHIMUTHU P,9162,41,POYATHU @ ANBIN POYYAMOZHI S,2068,11,,,,,,,CHANDRALEKHA K,2678,23,,,,,,,NOTA,1514,9,GOVINDASAMY A,599,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SETTU M,247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ILAVARASAN K,424,0,,,,,,,MOHAN A,108,4,VISWANATHAN S A,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,935,12,,,,
73,Vanur,182208,,,,,,,,,,,,,VANNI ARASU,69843,649,,,,CHAKRAPANI M,91501,718,,,,,,,LATCHOUMY M,8537,50,SANDOSHKUMAR M,2492,8,,,,,,,GANAPATHI P M,5430,30,,,,,,,NOTA,1356,7,VINAYAGAMURTHY M,765,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,811,2,,,,
74,Villupuram,204860,LAKSHMANAN R,100423,1848,,,,,,,,,,,,,,,,SHANMUGAM C Ve,86368,1035,,,,,,,SELVAM J,6314,61,DASS K,3207,35,,,,BALASUNDARAM R,1684,11,,,,,,,,,,NOTA,960,10,SIVABALAN N,412,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVANATHAN N,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VICTOR A S,78,0,DURAISAMY D,318,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOHAMED IBRAIM A,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1936,3,,,,
75,Vikravandi,193617,PUGAZHENTHI N,92621,1109,,,,,,,,,,,,,,,,MUTHAMILSELVAN R,83258,899,,,,,,,SHEEBA ASHMI R,8141,75,,,,SENTHIL R,204,3,IYYANAR R,3039,14,,,,,,,,,,NOTA,1108,14,ARUMUGAM C,517,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAJIVGANDHI P,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELANGOVAN S,652,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,1847,14,,,,
76,Tirukkoyilur,196217,K.PONMUDY,109226,1754,,,,,,,,,,,,,,,,,,,,,,VAT.KALIVARADHAN,50887,413,MURUGAN S,11567,53,,,,SENTHILKUMAR M,1056,10,,,,L.VENKATESAN,13928,69,,,,,,,NOTA,2030,9,SIVA.PANJAVARNAM,691,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAJINI VR,231,0,,,,,,,,,,,,,,,,,,,SANKAR S,565,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,3709,13,,,,
77,Ulundurpettai,244853,MANIKANNAN A J,114344,1107,,,,,,,,,,,,,,,,KUMARAGURU R,108960,1235,,,,,,,Pushbamary L,8954,46,CHINNAIYAN S,673,4,,,,K.G.P.Rajamani,2843,5,,,,,,,,,,NOTA,2277,3,SATHIYAMOORTHY,823,2,,,,,,,,,,,,,DEEPA,263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANI R,298,1,,,,,,,,,,,,,,,,,,,DHANAPAL P,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,VENkATESAN M,140,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KUMAR A,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2675,6,,,,
78,Rishivandiyam,215106,KARTHIKEYAN K,112998,914,,,,,,,,,,,,,,,,SANTHOSH S A,71921,263,,,,,,,SURESH MANIVANNAN R,12041,25,SHANMUGASUNDARAM K,637,3,,,,PRABHU S,10367,20,,,,,,,,,,NOTA,2419,1,VEERAN S,424,2,,,,NARAYANAN A,141,1,,,,,,,TAMILVANAN M,150,1,,,,,,,,,,,,,,,,,,,VENKATRAMAN J,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADHAKRISHNAN K,127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,2499,1,,,,
